p5p港台,#genre#
翁立友表示,http://vd4.bdstatic.com/mda-ijge8r0m6vgx46ms/sc/mda-ijge8r0m6vgx46ms.mp4
翁立友爱过无心,http://vd4.bdstatic.com/mda-ijgqk17gxf3xh2wz/sc/mda-ijgqk17gxf3xh2wz.mp4阿桑-寂寞在唱歌,https://vd2.bdstatic.com/mda-km9s2rpnbupmirtf/v1-cae/1080p/mda-km9s2rpnbupmirtf.mp4
张信哲-信仰,https://vd4.bdstatic.com/mda-kf92mpmcu9zbyxn8/v1-cae/sc/mda-kf92mpmcu9zbyxn8.mp4
邱永传-十一年,https://vd3.bdstatic.com/mda-kb3nsdkbecwifihd/v1-cae/sc/mda-kb3nsdkbecwifihd.mp4
金莎-星月神话,https://vd4.bdstatic.com/mda-jjew0iw0dkh9dhh0/sc/mda-jjew0iw0dkh9dhh0.mp4
莫文蔚-电台情歌,https://vd4.bdstatic.com/mda-mact38ncv86a7z5x/v1-cae/1080p/mda-mact38ncv86a7z5x.mp4
西海情歌,https://rescdn.yishihui.com/longvideo/transcode/video/20190211/5623330miLkhSho5ndJuzfitI.m3u8
走天涯,https://rescdn.yishihui.com/longvideo/transcode/video/live/201903195623330Ci9D8opKfn5uycdVzC.m3u8
可可托海的牧羊人,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201203/5623330QKXZMsNoW2yOEq5AGr.mp4
天上人间,http://em.21dtv.com/songs/60118252.mkv
做我的新娘DJ-路消遥,http://em.21dtv.com/songs/60117264.mkv
Iknow-安瑞甜,http://em.21dtv.com/songs/60116726.mkv
就是这个样-王雷雪,http://em.21dtv.com/songs/60130589.mkv
GOOdbey Darling-王梵瑞,http://em.21dtv.com/songs/60130590.mkv
专属魔力-金大喜,http://em.21dtv.com/songs/60120037.mkv
替补情人-艺君,http://em.21dtv.com/songs/60117149.mkv
关掉脑袋-lCE Lady,http://em.21dtv.com/songs/60118259.mkv
爱要逃-云飞儿,http://em.21dtv.com/songs/60118310.mkv
最美等候-郭静,http://em.21dtv.com/songs/60120032.mkv
硬盘里们的姑娘-梦幻同人志,http://em.21dtv.com/songs/60107005.mkv
早该说爱-杨红,http://em.21dtv.com/songs/60120034.mkv
天下縱横-张海峰,http://em.21dtv.com/songs/60120035.mkv
痛情歌-司徒兰芳,http://em.21dtv.com/songs/60120396.mkv
雨伤-左林右里,http://em.21dtv.com/songs/60120491.mkv
三更-金润吉,http://em.21dtv.com/songs/60122194.mkv
亲蜜爱人-金婷婷,http://em.21dtv.com/songs/60123251.mkv
爱上你是我犯的错-王宏天,http://em.21dtv.com/songs/60130579.mkv
LDVe!-古巨基,http://em.21dtv.com/songs/60130586.mkv
如果再次奔向你-王思远,http://em.21dtv.com/songs/60130587.mkv
万事如意-王梵瑞,http://em.21dtv.com/songs/60130591.mkv
望眼欲穿眼-倪金茂,http://em.21dtv.com/songs/60130593.mkv
追求吧一生就这么一次-王梵瑞,http://em.21dtv.com/songs/60130592.mkv
啱晒我-王琪,http://em.21dtv.com/songs/60130595.mkv
新的心跳,http://em.21dtv.com/songs/60116280.mkv
会飞的野马-吉克隽逸,http://em.21dtv.com/songs/60116625.mkv
无心地址-林明华-吕明银,http://em.21dtv.com/songs/60116634.mkv
不要怕-吉克隽逸,http://em.21dtv.com/songs/60116624.mkv
锐化-吉克隽逸,http://em.21dtv.com/songs/60116626.mkv
在你左右-吴莫愁,http://em.21dtv.com/songs/60116645.mkv
爱的第五季-安瑞甜,http://em.21dtv.com/songs/60116727.mkv
红颜知己-寒武纪,http://em.21dtv.com/songs/60116738.mkv
市井无赖-小泾县,http://em.21dtv.com/songs/60116741.mkv
心中的图书-小男孩乐队,http://em.21dtv.com/songs/60116743.mkv
绿野户外驴歌-小老头,http://em.21dtv.com/songs/60116744.mkv
小苹果-筷子兄弟,http://em.21dtv.com/songs/60116745.mkv
为你心动-小龙女,http://em.21dtv.com/songs/60116747.mkv
等你来爱-巴桑拉姆,http://em.21dtv.com/songs/60116759.mkv
混蛋我想你-李宇春,http://em.21dtv.com/songs/60116899.mkv
拼出名-杨荣辉,http://em.21dtv.com/songs/60116950.mkv
甜甜蜜蜜-甲子慧,http://em.21dtv.com/songs/60117061.mkv
什么东西-管罄,http://em.21dtv.com/songs/60117112.mkv
阿弥勒佛-苏亚,http://em.21dtv.com/songs/60117153.mkv
主要是看气质-苏勒亚其其格,http://em.21dtv.com/songs/60117156.mkv
你觉得我配她吗,http://em.21dtv.com/songs/60111003.mkv
comeToMami,http://em.21dtv.com/songs/60110502.mkv
化蝶随你飞,http://em.21dtv.com/songs/60110003.mkv
寂寞的夜里想起你,http://em.21dtv.com/songs/60110004.mkv
你妈把你嫁给谁,http://em.21dtv.com/songs/60110480.mkv
我在断桥等你,http://em.21dtv.com/songs/60110492.mkv
富贵竹MTV10519,http://em.21dtv.com/songs/60110518.mkv
男儿要自强,http://em.21dtv.com/songs/60110467.mkv
致永不消逝的青春,http://em.21dtv.com/songs/60110737.mkv
过来人,http://em.21dtv.com/songs/60127953.mkv
公主发威,http://em.21dtv.com/songs/60102378.mkv
莫失莫忘,http://em.21dtv.com/songs/60110089.mkv
想爱无依我不配,http://em.21dtv.com/songs/60111008.mkv
挽留,http://em.21dtv.com/songs/60111009.mkv
梦的翅膀,http://em.21dtv.com/songs/60111010.mkv
肥仔个头,http://em.21dtv.com/songs/60111012.mkv
在路上,http://em.21dtv.com/songs/60111055.mkv
倩女幽魂,http://em.21dtv.com/songs/60111064.mkv
一吻两心印-张学友,http://em.21dtv.com/songs/60111067.mkv
你想干什么,http://em.21dtv.com/songs/60111070.mkv
灵魂尽头,http://em.21dtv.com/songs/60111071.mkv
发光时代,http://em.21dtv.com/songs/60111074.mkv
中华梦圆,http://em.21dtv.com/songs/60111083.mkv
原来你什么都不要-张杰,http://em.21dtv.com/songs/60111076.mkv
情非得以,http://em.21dtv.com/songs/60111077.mkv
可惜不是你,http://em.21dtv.com/songs/60111078.mkv
即墨之歌,http://em.21dtv.com/songs/60111085.mkv
向往潇湘,http://em.21dtv.com/songs/60111086.mkv
大理茶花等你来,http://em.21dtv.com/songs/60111087.mkv
情系五峰山,http://em.21dtv.com/songs/60111088.mkv
三朝泪化曲,http://em.21dtv.com/songs/60111093.mkv
愿,http://em.21dtv.com/songs/60111095.mkv
时光倒流,http://em.21dtv.com/songs/60111097.mkv
桑塔露琪亚,http://em.21dtv.com/songs/60111099.mkv
南无阿弥勒佛,http://em.21dtv.com/songs/60111119.mkv
伤人-掠琼,http://em.21dtv.com/songs/60111126.mkv
你是我最爱的男子-掠琼,http://em.21dtv.com/songs/60111127.mkv
梦中女孩-易帆,http://em.21dtv.com/songs/60111130.mkv
今生最爱的你-晓晓,http://em.21dtv.com/songs/60111135.mkv
永远做兄弟-曾春年-秀才,http://em.21dtv.com/songs/60111143.mkv
天秤先生-粤语,http://em.21dtv.com/songs/60118264.mkv
王子梦-莫莫,http://em.21dtv.com/songs/60117173.mkv
先生有事吗-蔡健雅,http://em.21dtv.com/songs/60117194.mkv
无底洞蔡健雅,http://em.21dtv.com/songs/60117198.mkv
潜蓝色-袁娅维,http://em.21dtv.com/songs/60117206.mkv
甲你惜命命-谢金晶,http://em.21dtv.com/songs/60117239.mkv
再见-鄧紫棋/,http://em.21dtv.com/songs/60117269.mkv
字母歌-鄧超,http://em.21dtv.com/songs/60117271.mkv
幸福不设限-郭静,http://em.21dtv.com/songs/60117288.mkv
梦想家-金志文,http://em.21dtv.com/songs/60117294.mkv
让我一次爱个够-金志文,http://em.21dtv.com/songs/60117296.mkv
金钱与真爱-阿权,http://em.21dtv.com/songs/60117313.mkv
我们做夫妻-陈咏-陈娇,http://em.21dtv.com/songs/60117329.mkv
割绳子-儿歌,http://em.21dtv.com/songs/60117404.mkv
夏曰真心话-SNH48,http://em.21dtv.com/songs/60117488.mkv
初恋蝴蝶-SNH48,http://em.21dtv.com/songs/60117487.mkv
灵儿想叮当-SlNG,http://em.21dtv.com/songs/60117484.mkv
狼与自尊-SNH48,http://em.21dtv.com/songs/60117489.mkv
献给明天的吻-SNH48,http://em.21dtv.com/songs/60117490.mkv
蜜蜂女孩-SNH48,http://em.21dtv.com/songs/60117491.mkv
青春的花瓣-SNH48,http://em.21dtv.com/songs/60117493.mkv
你是我的李白-丁丁,http://em.21dtv.com/songs/60117519.mkv
夜店之夜-于志杰,http://em.21dtv.com/songs/60117532.mkv
江湖-佳林,http://em.21dtv.com/songs/60117553.mkv
醉一回-冈林,http://em.21dtv.com/songs/60117563.mkv
把你丢进淡水河里-冼佩瑾,http://em.21dtv.com/songs/60117569.mkv
一个人跳舞-凤凰传奇,http://em.21dtv.com/songs/60117570.mkv
动起来-凤凰传奇,http://em.21dtv.com/songs/60117571.mkv
忘情森巴舞-凤凰传奇,http://em.21dtv.com/songs/60117572.mkv
自由自在-凤凰传奇,http://em.21dtv.com/songs/60117574.mkv
我是一只小小鸟-李宗盛,http://em.21dtv.com/songs/60117598.mkv
吉星高照-卓青,http://em.21dtv.com/songs/60117608.mkv
DANCE-周妟伊,http://em.21dtv.com/songs/60117619.mkv
这样的爱算什么-娅琳,http://em.21dtv.com/songs/60117649.mkv
姐-田馥甄,http://em.21dtv.com/songs/60117939.mkv
快乐小舞台,http://em.21dtv.com/songs/60117978.mkv
天雷地火-荒山亮,http://em.21dtv.com/songs/60118017.mkv
有故事的人-谭维维,http://em.21dtv.com/songs/60118061.mkv
梦里见到你-郅飞,http://em.21dtv.com/songs/60118094.mkv
帅气仓库-韩国,http://em.21dtv.com/songs/60118096.mkv
戏中戏中-郑海兵,http://em.21dtv.com/songs/60118099.mkv
何尔蒙战争-防弹少年团,http://em.21dtv.com/songs/60118124.mkv
回家-陈俐俐,http://em.21dtv.com/songs/60118139.mkv
咱们屯里的人-黄晓明,http://em.21dtv.com/songs/60118216.mkv
望春风+雨夜花-齐秦,http://em.21dtv.com/songs/60118229.mkv
老婆是天-云飞儿,http://em.21dtv.com/songs/60118312.mkv
完美小姐-任韵淇,http://em.21dtv.com/songs/60118320.mkv
海阔天空-任韵淇,http://em.21dtv.com/songs/60118324.mkv
我叫草泥马-汤哲,http://em.21dtv.com/songs/60118329.mkv
你是我爱的-关喆,http://em.21dtv.com/songs/60118364.mkv
Wrecking BaⅡ-刘宸启,http://em.21dtv.com/songs/60118383.mkv
侍卫-刘孟哲,http://em.21dtv.com/songs/60118384.mkv
女神驾到-司徒兰芳,http://em.21dtv.com/songs/60118422.mkv
吉克隽逸,http://em.21dtv.com/songs/60118426.mkv
如火-孙悦,http://em.21dtv.com/songs/60118494.mkv
春节-孙悦,http://em.21dtv.com/songs/60118505.mkv
洗刷刷-安苡葳,http://em.21dtv.com/songs/60118515.mkv
淘宝淘老公-帅儿,http://em.21dtv.com/songs/60118531.mkv
你好久没来-荘心研,http://em.21dtv.com/songs/60118543.mkv
新的自我-应松羽,http://em.21dtv.com/songs/60118548.mkv
恋上你的美-彭伟家,http://em.21dtv.com/songs/60118575.mkv
阿弥勒佛保护我-志鹏,http://em.21dtv.com/songs/60118589.mkv
美丽人生-曹格,http://em.21dtv.com/songs/60118641.mkv
微信红包-李娟儿,http://em.21dtv.com/songs/60118665.mkv
三生三世十里桃花-玄铭,http://em.21dtv.com/songs/60118759.mkv
火把节的火把-卢云生,http://em.21dtv.com/songs/60118769.mkv
乱世巨星,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201126/5623330m3fEZA50hNK2jLoA1r.mp4
老同学潮语_李绪杰,http://em.21dtv.com/songs/60110462.mkv
刘明湘-漂洋过海来看你,https://vd2.bdstatic.com/mda-md803hz7qezp459d/sc/mda-md803hz7qezp459d.mp4
原来你什么都不要,http://em.21dtv.com/songs/60110475.mkv
娘子,http://em.21dtv.com/songs/60110476.mkv
黑色柳丁,http://em.21dtv.com/songs/60110477.mkv
灯塔,http://em.21dtv.com/songs/60110731.mkv
Allofme-张靓颖,http://em.21dtv.com/songs/60111091.mkv
LDⅤe!-古巨基,http://em.21dtv.com/songs/60130586.mkv
那种女孩-吉克隽逸,http://em.21dtv.com/songs/60117607.mkv
如果再次奔向你-王思远,http://em.21dtv.com/songs/60130587.mkv
Allby Mysli-迪玛希,http://em.21dtv.com/songs/60134279.mkv
Daididau-Dimash,http://em.21dtv.com/songs/60134280.mkv
天亮了-迪玛希,http://em.21dtv.com/songs/60134281.mkv
难忘的一天-迪玛希,http://em.21dtv.com/songs/60134282.mkv
会飞的野马-吉克隽逸,http://em.21dtv.com/songs/60116625.mkv
跟着感觉走-袁娅维,http://em.21dtv.com/songs/60118032.mkv
不要怕-吉克隽逸,http://em.21dtv.com/songs/60116624.mkv
神奇-关喆,http://em.21dtv.com/songs/60118366.mkv
锐化-吉克隽逸,http://em.21dtv.com/songs/60116626.mkv
梦的眼睛-孙楠,http://em.21dtv.com/songs/60116701.mkv
心跳-于文文,http://em.21dtv.com/songs/60118307.mkv
留什么给你-孙楠,http://em.21dtv.com/songs/60116702.mkv
点赞-崔键,http://em.21dtv.com/songs/60116757.mkv
crazy+不同凡想-袁娅维,http://em.21dtv.com/songs/60117205.mkv
莎莉-赵传,http://em.21dtv.com/songs/60117258.mkv
如果分开我也爱你-关喆,http://em.21dtv.com/songs/60117562.mkv
花儿-吉克隽逸,http://em.21dtv.com/songs/60117605.mkv
爱是怀疑-许志安,http://em.21dtv.com/songs/60118042.mkv
身骑白马-吉克隽逸,http://em.21dtv.com/songs/60117606.mkv
当时的月亮-央吉玛,http://em.21dtv.com/songs/60117642.mkv
花心-央吉玛,http://em.21dtv.com/songs/60117643.mkv
感谢你-孙楠,http://em.21dtv.com/songs/60117659.mkv
自由-许志安,http://em.21dtv.com/songs/60118043.mkv
火柴天堂-孙楠,http://em.21dtv.com/songs/60117660.mkv
想念你-李玟,http://em.21dtv.com/songs/60117819.mkv
刀马旦-李玟,http://em.21dtv.com/songs/60117818.mkv
月牙泉-袁娅维,http://em.21dtv.com/songs/60118029.mkv
自己的心情自己感觉-齐秦,http://em.21dtv.com/songs/60118230.mkv
爱-袁娅维,http://em.21dtv.com/songs/60118030.mkv
花儿为什么这样红-袁娅维,http://em.21dtv.com/songs/60118031.mkv
Aman-许志安,http://em.21dtv.com/songs/60118040.mkv
原来你什么都不想要-许志安,http://em.21dtv.com/songs/60118041.mkv
那个人-黄致例,http://em.21dtv.com/songs/60118219.mkv
飞翔的鹰-HAYA乐团,http://em.21dtv.com/songs/60118258.mkv
GANGANM STYLE韩国,http://em.21dtv.com/songs/60118356.mkv
回忆-南征北战,http://em.21dtv.com/songs/60118412.mkv
完美情谊-卜星慧,http://em.21dtv.com/songs/60118413.mkv
云南-吉克隽逸,http://em.21dtv.com/songs/60118427.mkv
我好想你-徐佳莹,http://em.21dtv.com/songs/60118579.mkv
心中太阳-吉克隽逸,http://em.21dtv.com/songs/60118428.mkv
伤痕-常石磊,http://em.21dtv.com/songs/60118532.mkv
修练爱情-徐佳莹,http://em.21dtv.com/songs/60118577.mkv
回首才知道-常石磊,http://em.21dtv.com/songs/60118533.mkv
与父相淡-方毅,http://em.21dtv.com/songs/60118614.mkv
潇洒走一回-常石磊,http://em.21dtv.com/songs/60118534.mkv
贪心,https://vd4.bdstatic.com/mda-kb155usy66dscnp8/hd/mda-kb155usy66dscnp8.mp4?auth_key=1610696583-0-0-9b9917f9d905e4cba06242092c49dde3&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆舞1,https://vd2.bdstatic.com/mda-kfe1a8yh7afkkxv0/mda-kfe1a8yh7afkkxv0.mp4?auth_key=1610714432-0-0-c6cd5269b6cba680870fd1becea93f60&bcevod_channel=searchbox_feed&pd=1&pt=3
劲爆舞2,https://vd2.bdstatic.com/mda-jd4gj9ayvymk0vg9/hd/mda-jd4gj9ayvymk0vg9.mp4?auth_key=1610714499-0-0-b2c62b77d56524cf5c202c63d82efe57&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆舞3,https://vd2.bdstatic.com/mda-jcrkpyvpxmv527ct/hd/mda-jcrkpyvpxmv527ct.mp4?auth_key=1610714550-0-0-0590a485b97a60b2f5fba40ec20fc95b&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
感舞,https://vd2.bdstatic.com/mda-kgkz9cs4srs544c5/hd/mda-kgkz9cs4srs544c5.mp4?playlist=%5B%22hd%22%5D&auth_key=1610714646-0-0-552622c915a46ef08690f005d56de918&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
外劲爆舞,https://vd3.bdstatic.com/mda-kj2n2inkdz2dy7af/hd/mda-kj2n2inkdz2dy7af.mp4?playlist=%5B%22hd%22%5D&auth_key=1610714705-0-0-c565502993eedd84c1c4e24392ba527b&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆舞蹈6,https://vd4.bdstatic.com/mda-jcskq7gngmxe1x0s/hd/mda-jcskq7gngmxe1x0s.mp4?auth_key=1610714800-0-0-0c25126cff21491e790fa3199fec6f19&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆舞蹈7,https://vd4.bdstatic.com/mda-jd5zp9ztkhuqaujx/hd/mda-jd5zp9ztkhuqaujx.mp4?auth_key=1610714855-0-0-31b19c2aaee630d87e43f003fc32501f&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆舞蹈8,https://vd4.bdstatic.com/mda-jegqgu6ki4it1abu/hd/mda-jegqgu6ki4it1abu.mp4?auth_key=1610714907-0-0-b8ff2a7a7cb2989e4691e0c60685311f&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆舞蹈9,https://vd4.bdstatic.com/mda-khdku1tufj2ypj6p/hd/mda-khdku1tufj2ypj6p.mp4?playlist=%5B%22hd%22%5D&auth_key=1610714953-0-0-905bb9bdca652c6c689ed2d522f5adab&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆舞10,https://vd3.bdstatic.com/mda-kehsiwe2akref9pz/mda-kehsiwe2akref9pz.mp4?auth_key=1610714993-0-0-a898e7bbc410d4ca00745b36279b293f&bcevod_channel=searchbox_feed&pd=1&pt=3
dj伤过的心,https://dj.djyyy.com:446/hls/spsj/2020/01/10/10906/playlist.m3u8
dj美女英雄谱,https://dj.djyyy.com:446/hls/spsj/2020/04/28/11148/playlist.m3u8
dj热舞放一百个心,https://dj.djyyy.com:446/hls/spsj/2019/11/02/10777/playlist.m3u8
十二美女,https://vdse.bdstatic.com//7742fc4155c5291bd9cfa505f488299a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2021-01-16T03%3A35%3A06Z%2F-1%2Fhost%2F844bf4764552ee9c5c5d50349a186ce3c9fcd827558a2347d3569f8ec06afc0f
孤独的人是可耻的,https://rescdn.yishihui.com/longvideo/transcode/video/2019-1-3/404688f57dc54bbda5d0348d42ef667d1548389436912.m3u8
只要你过得比我好(群星),https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201109/5623330dBQo2PHaCoXyneYTV1.mp4
說不出的未来,https://rescdn.yishihui.com/longvideo/transcode/video/live/201906195623330y6X0L2La1vJIBqlepM.m3u8
葬心,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200316/5623330ZesaRCiezJr3oUoIfq.m3u8
梦醒时分,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200523/5623330Vw1jOChC0fofHlT3Bw.m3u8
青藏高原,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20190917/1776031sg92Yl248FvyIEwHJj.m3u8
模特身上,https://vd3.bdstatic.com/mda-khh21128ya70azxw/hd/mda-khh21128ya70azxw.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D&auth_key=1610696736-0-0-2db2207a277327c47bf1cc45ae1bd6cf&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
热舞美女1,https://vd2.bdstatic.com/mda-kc689spthdgcgtwp/hd/mda-kc689spthdgcgtwp.mp4?auth_key=1610695161-0-0-a4e5bf80b4baaba5e5ce34d2ef096349&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆热舞,https://vd3.bdstatic.com/mda-kk9mu1p5xy54r00f/hd/mda-kk9mu1p5xy54r00f.mp4?playlist=%5B%22hd%22%5D&auth_key=1610694845-0-0-1816a75360412242a6bb4cdbf4bb58f3&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
青春热舞,https://vd3.bdstatic.com/mda-kh5phxmzc92m4um5/hd/mda-kh5phxmzc92m4um5.mp4?playlist=%5B%22hd%22%5D&auth_key=1610694903-0-0-2c6f4a42ae43465e88833abb5c36cb14&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
主播热舞,https://vd2.bdstatic.com/mda-kdhuuwpdhifr3hiq/hd/mda-kdhuuwpdhifr3hiq.mp4?auth_key=1610695124-0-0-6ad709233275b1fd71d9e7a98c6077ad&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
广场热舞,https://vd4.bdstatic.com/mda-ka0hr3eix3v0zhnc/hd/mda-ka0hr3eix3v0zhnc.mp4?auth_key=1610695213-0-0-04d4a5a3f5ecf514515369bc9bf6a2ae&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
贪心,https://vd4.bdstatic.com/mda-kb155usy66dscnp8/hd/mda-kb155usy66dscnp8.mp4?auth_key=1610696583-0-0-9b9917f9d905e4cba06242092c49dde3&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆舞1,https://vd2.bdstatic.com/mda-kfe1a8yh7afkkxv0/mda-kfe1a8yh7afkkxv0.mp4?auth_key=1610714432-0-0-c6cd5269b6cba680870fd1becea93f60&bcevod_channel=searchbox_feed&pd=1&pt=3
劲爆舞2,https://vd2.bdstatic.com/mda-jd4gj9ayvymk0vg9/hd/mda-jd4gj9ayvymk0vg9.mp4?auth_key=1610714499-0-0-b2c62b77d56524cf5c202c63d82efe57&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
劲爆舞3,https://vd2.bdstatic.com/mda-jcrkpyvpxmv527ct/hd/mda-jcrkpyvpxmv527ct.mp4?auth_key=1610714550-0-0-0590a485b97a60b2f5fba40ec20fc95b&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
日本管舞,https://vd3.bdstatic.com/mda-khwr8ukrd1mw5bup/hd/mda-khwr8ukrd1mw5bup.mp4?playlist=%5B%22hd%22%5D&auth_key=1610714592-0-0-09cd96261d1adf9e199a401be06da1d7&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
印度神曲B,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg45qY9wUonJT41gc.mp4
印度神曲C,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvZ6k4wUo0cGkhgQ.mp4
印度神曲D,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghrTW4gUojKzXlwI.mp4
印度歌舞1,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAguOCe9wUotr-RqQU.mp4 
印度歌舞2,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAguuCe9wUoyKfU-gI.mp4
印度歌舞3,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl_Ce9wUo6t-WdQ.mp4 
印度歌舞4,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmeCe9wUoiJmTxgc.mp4 
印度歌舞5,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgj_Ce9wUoqtHxJQ.mp4
印度歌舞6,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmuCe9wUokNHLuAQ.mp4 
印度歌舞7,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgneCe9wUouKLe8Ac.mp4 
印度歌舞9,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3N_e9wUogdbOaQ.mp4 
印度歌舞10,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1t_e9wUouM_i8wM.mp4
MTVWMA,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS08/master.m3u8
MTVSpankinNew,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS07/master.m3u8
MTVBlockParty,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS03/master.m3u8
MTVBiggestPop[1280*720],http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master.m3u8
韩国AOA★,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240403907854.mp4
韩国歌团★001,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240095359203.mp4
韩国歌团★002,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239978750464.mp4
韩国歌团★003,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239858729476.mp4
韩国歌团★004,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239755956819.mp4
韩国歌团★005,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239987758613.mp4
韩国歌团★006,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239880949246.mp4
韩国歌团★007,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239903717006.mp4
韩国歌团★008,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239903321355.mp4
韩国歌团★009,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239799872402.mp4
韩国歌团★010,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239799088974.mp4
韩国歌团★011,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240024786285.mp4
韩国歌团★012,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240142715042.mp4
韩国歌团★013,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240025046562.mp4
韩国歌团★014,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240145171654.mp4
韩国歌团★015,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240147051191.mp4
韩国歌团★016,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239805200933.mp4
韩国歌团★017,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239910253332.mp4
﻿韩国歌团★018,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239806164759.mp4
韩国歌团★019,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239807872136.mp4
韩国歌团★020,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240032526123.mp4
韩国歌团★021,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239808028600.mp4
韩国歌团★022,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240031614983.mp4
韩国歌团★023,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240150331617.mp4
韩国歌团★024,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239809100782.mp4
韩国歌团★025,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240151167718.mp4
韩国歌团★026,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240033362815.mp4
韩国歌团★027,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240151167938.mp4
﻿韩国歌团★028,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240035466345.mp4
韩国歌团★029,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239811800375.mp4
韩国歌团★030,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239916285148.mp4
韩国歌团★031,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239927589941.mp4
韩国歌团★032,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239931661209.mp4
